School name,Suggested Mascot,website,osmLink
Northview Middle School,Hawks,https://northview.hickoryschools.net/,https://www.openstreetmap.org/way/350174841
Harris Middle School,Hawks,https://www.neisd.net/harris/,https://www.openstreetmap.org/way/358271720
Randal Middle School,Hawks,http://randall.mysdhc.org/,https://www.openstreetmap.org/way/676662679
Hawthorne Middle School,Hawks,https://hms.hawthornesd.org/,https://www.openstreetmap.org/way/878968242
Haverhill Cooperative Middle School,Hawks,https://hcms.sau23.org/,https://www.openstreetmap.org/way/1216256814
Hellstern Middle School,Heroes,https://hellstern.sdale.org/,https://www.openstreetmap.org/way/825084611
Helen Tyson Middle School,Hornets,https://www.sdale.org/o/helen-tyson-middle-school,https://www.openstreetmap.org/way/738085055
Chillicothe Middle School,Hornets,https://www.chillicotheschools.org/o/cms,https://www.openstreetmap.org/way/845504805
Irving Middle School,Horsemen,https://irvingms.fcps.edu/,https://www.openstreetmap.org/way/260562935
Marsing Middle School,Huskies,https://ms.marsingschools.org/o/mms,https://www.openstreetmap.org/node/358666896
Central Heights Middle School,Huskies,https://www.sunprairieschools.org/central-heights,https://www.openstreetmap.org/node/10025972044
Heritage Grove Middle School,Huskies,https://hgms.psd202.org/,https://www.openstreetmap.org/way/529765404
Wauseon Middle School,Indians,https://sites.google.com/wauseonindians.org/wms/,https://www.openstreetmap.org/node/3640066974
Chesaning Middle School,Indians,https://www.chesaningschools.net/page/chesaning-middle-school,https://www.openstreetmap.org/way/1034335594
North Augusta Middle School,Jackets,https://www.acpsd.net/o/nams,https://www.openstreetmap.org/way/151368303
Jackson Middle School,Jaguars,https://jms.swcsd.us/,https://www.openstreetmap.org/node/11885095086
Jackson Middle School,Jaguars,https://www.neisd.net/jackson,https://www.openstreetmap.org/way/165190294
Jackson Creek Middle School,Jaguars,https://jacksoncreek.mccsc.edu/,https://www.openstreetmap.org/way/245732511
Sartartia Middle School,JAGUARS,https://www.fortbendisd.com/sms,https://www.openstreetmap.org/way/659407537
Jennings Middle School,Jaguars,https://www.hillsboroughschools.org/jennings,https://www.openstreetmap.org/way/971828190
Thomas Jefferson Middle School,Jaguars,https://tjms.edison.k12.nj.us/,https://www.openstreetmap.org/relation/4151357
Percy Julian Middle School,Jayhawks,https://www.op97.org/julian,https://www.openstreetmap.org/way/1158095178
Apple Valley Middle School,Knights,https://www.hendersoncountypublicschoolsnc.org/avm/,https://www.openstreetmap.org/node/8041304203
North Arvada Middle School,Knights,https://northarvada.jeffcopublicschools.org/,https://www.openstreetmap.org/way/46819739
Stephen M White Middle School,Knights,https://stephenwhitems.lausd.org/,https://www.openstreetmap.org/way/247958217
Kenowa Hills Middle School,Knights,https://www.khps.org/middleschool,https://www.openstreetmap.org/way/718461759
J.O. Kelly Middle School,Knights,https://kelly.sdale.org/,https://www.openstreetmap.org/way/744232281
Oak Knoll Middle School,Knights,https://hanoverokms.ss12.sharpschool.com/,https://www.openstreetmap.org/way/1360478345
Everitt Middle School,Labradors,https://everitt.jeffcopublicschools.org/,https://www.openstreetmap.org/way/47411471
Longfellow Middle School,Lancers,https://longfellowms.fcps.edu/,https://www.openstreetmap.org/way/239021999
Olive Middle School,Lancers,https://www.olivelancers.net/,https://www.openstreetmap.org/way/1150560007
Lincoln Middle School,Leopards,https://lincoln.rrps.net,https://www.openstreetmap.org/way/611263470
Rancho Cucamonga Middle School,Lions,https://rcms.cuca.k12.ca.us,https://www.openstreetmap.org/way/39888762
Bremen Elementary/Middle School,Lions,https://www.bps.k12.in.us/,https://www.openstreetmap.org/way/89526062
Los Angeles Academy Middle School,Lions,https://laacademyms-lausd-ca.schoolloop.com/,https://www.openstreetmap.org/way/203193557
O'Brian Middle School,Lions,https://www.washoeschools.net/obrien,https://www.openstreetmap.org/way/483471416
DCP Alum Rock Middle School,Lobos,https://www.dcp.org/dcp-alum-rock-middle-school/,https://www.openstreetmap.org/way/918166399
Crockett Middle School,MAVERICKS,https://www.fortbendisd.com/dcms,https://www.openstreetmap.org/way/433060027
Madison Middle School,Mustangs,https://www.hillsboroughschools.org/madison,https://www.openstreetmap.org/way/106957587
Massabesic Middle School,Mustangs,https://middleschool.rsu57.org/,https://www.openstreetmap.org/way/320048816
Lake Olympia Middle School,MUSTANGS,https://www.fortbendisd.com/loms,https://www.openstreetmap.org/way/457328699
Meridian Creek Middle School,Mustangs,https://www.wlwv.k12.or.us/mcms,https://www.openstreetmap.org/way/859486491
South County Middle School,Mustangs,https://southcountyms.fcps.edu,https://www.openstreetmap.org/way/938173555
Greenacres Middle School,Mustangs,https://greenacres.bossierschools.org/,https://www.openstreetmap.org/way/1044364829
Frontier Middle School,Mustangs,https://frontier.alpineschools.org/,https://www.openstreetmap.org/way/1115277671
Whiting Middle School,Oilers,https://www.whiting.k12.in.us/o/wms,https://www.openstreetmap.org/node/358673005
1LT Charles W. Whitcomb Middle School,Panthers,https://www.mps-edu.org/o/ltcww,https://www.openstreetmap.org/way/29782886
Lopez Middle School,Panthers,https://www.neisd.net/lopez/,https://www.openstreetmap.org/way/159457817
Rainbow Middle School,Panthers,https://rms.ecboe.org/,https://www.openstreetmap.org/way/323819554
Pio Pico Middle School,Panthers,https://www.piopicoms.org/,https://www.openstreetmap.org/way/1080843111
Twin Hills Charter Middle School,Panthers,https://www.twinhillsmiddleschool.org,https://www.openstreetmap.org/way/1243259682
Maricopa Wells Middle School,Panthers,https://mwms.musd20.org,https://www.openstreetmap.org/way/1245376322
Paul Knox Middle School,Patriots,https://www.acpsd.net/o/pkms,https://www.openstreetmap.org/way/151368172
John Adams Middle School,patriots,https://www.jamsla.org/,https://www.openstreetmap.org/way/174196405
Liberty Middle School,Patriots,https://libertyms.ocps.net/,https://www.openstreetmap.org/way/552474470
Paul Revere Charter Middle School,Patriots,https://paulreverems.lausd.org,https://www.openstreetmap.org/way/1160782437
West Middle School,Pioneers,https://portageps.org/wms/,https://www.openstreetmap.org/way/290565831
Laura Speed Elliot Middle School,Pirates,https://lse.bpsk12.net/,https://www.openstreetmap.org/way/1183817570
Stone Valley Middle School,Pride,https://svms.srvusd.net,https://www.openstreetmap.org/way/31477308
Benjamin Logan Middle School,Raiders,https://ms.benjaminlogan.org/,https://www.openstreetmap.org/way/266705573
Royal Palm Middle School,Raiders,https://www.wesdschools.org/rp,https://www.openstreetmap.org/way/1451562857
Helper Middle School,Rams,https://www.carbonschools.org/o/helper-middle-school,https://www.openstreetmap.org/way/428033061
Rusheon Middle School,Rams,https://rusheon.bossierschools.org/,https://www.openstreetmap.org/way/977672585
South Newton Middle School,Rebels,https://www.southnewton.com/o/snms,https://www.openstreetmap.org/way/918493475
Riverside Middle School,Rebels,https://www.yisd.net/o/riversidemiddle,https://www.openstreetmap.org/way/1156701646
Wredling Middle School,Redhawks,https://wredling.d303.org/,https://www.openstreetmap.org/way/197825198
Rock Hill Middle School,Redmen,https://www.rockhill.org/o/rock-hill/page/rock-hill-middle-school,https://www.openstreetmap.org/way/852190371
Hines Middle School,Scotties,https://hms.hcsd3.org/,https://www.openstreetmap.org/way/400658062
Nimitz Middle School,Seahawks,https://www.neisd.net/nimitz,https://www.openstreetmap.org/way/165190308
Glenn Hills Middle School,Seminoles,http://glennh-mid.rcboe.org/,https://www.openstreetmap.org/way/319371980
Nautilus Middle School,Sharks,https://www.mbnautilussharks.org/,https://www.openstreetmap.org/way/466004783
Vista Del Mar Middle School,Sharks,https://www.sysdschools.org/Domain/13,https://www.openstreetmap.org/way/940918948
Herbert Slater Middle School,Spartans,https://hsms.srcschools.org/,https://www.openstreetmap.org/node/8413945066
First Avenue Middle School,Spartans,https://fa.ausd.net/,https://www.openstreetmap.org/way/277174606
East Ridge Middle School,Spartans,https://erm.lake.k12.fl.us/,https://www.openstreetmap.org/way/375480829
Webb Middle School,Spiders,https://www.hillsboroughschools.org/webb,https://www.openstreetmap.org/way/1217139815
Port Charlotte Middle School,Terriers,https://www.yourcharlotteschools.net/pcm,https://www.openstreetmap.org/relation/8814662
Thompson Middle School 6th Grade Center,Thunder,https://thompson.d303.org/,https://www.openstreetmap.org/way/111640131
Thompson Middle School 7th & 8th Grade Center,Thunder,https://thompson.d303.org/,https://www.openstreetmap.org/way/111640202
Hillside Middle School,Tigers,https://hillside.parmacityschools.org/,https://www.openstreetmap.org/node/357398426
Mark Twain Middle School,Tigers,https://www.fcps.edu/TwainMS/,https://www.openstreetmap.org/way/179367536
Hill Middle School,Tigers,https://www.neisd.net/hill/,https://www.openstreetmap.org/way/329405062
Jackson Middle School,Tigers,https://jacksonms.fcps.edu/,https://www.openstreetmap.org/way/537003257
Lowery Elementary/Middle School,tigers,https://apsborg-38-us-central1-01.preview.finalsitecdn.com/,https://www.openstreetmap.org/way/1355830961
Dwight D. Eisenhower Middle School,Tigers,https://ems.goddardusd.com/,https://www.openstreetmap.org/way/1432603762
Tejeda Middle School,Timberwolves,https://www.neisd.net/tejeda/,https://www.openstreetmap.org/way/166181193
Goddard Middle School,Titans,https://www.goddardtitans.net/,https://www.openstreetmap.org/way/51315936
Mrachek Middle School,Titans,https://mrachek.aurorak12.org/,https://www.openstreetmap.org/way/52054374
Sugar Land Middle School,TITANS,https://www.fortbendisd.com/slms,https://www.openstreetmap.org/way/220511384
Evelyn Hanshaw Middle School,Titans,https://hanshaw.mcs4kids.com/,https://www.openstreetmap.org/way/1295800440
Coronado Middle School,Tritons,https://cms.coronadousd.net/,https://www.openstreetmap.org/way/813961187
Monroe Middle School,Trojans,https://www.monroe.k12.mi.us/MMS/,https://www.openstreetmap.org/way/262401195
Tri-North Middle School,Trojans,https://trinorth.mccsc.edu/,https://www.openstreetmap.org/way/1371345376
Von Steuben Middle School,Vikings,https://www.peoriapublicschools.org/o/vsms,https://www.openstreetmap.org/way/63872952
San Ysidro Middle School,Vikings,https://www.sysdschools.org/site/Default.aspx?PageID=23,https://www.openstreetmap.org/way/119985126
Valley View Middle School,Vikings,https://vvms.simivalleyusd.org/,https://www.openstreetmap.org/way/786373959
Hodges Bend Middle School,WARRIORS,https://www.fortbendisd.com/hbms,https://www.openstreetmap.org/way/457328700
Albany R-III High/Middle School,WARRIORS,https://www.albany.k12.mo.us/,https://www.openstreetmap.org/way/850063894
Konawaena Middle School,Wave,https://konawaenamiddle.k12.hi.us/,https://www.openstreetmap.org/node/10555638966
Cassville Middle School,Wildcats,https://cassville.k12.mo.us,https://www.openstreetmap.org/node/12705881625
Walton Middle School,Wildcats,https://waltonms.compton.k12.ca.us/,https://www.openstreetmap.org/way/248606162
Red Mountain Middle School,Wildcats,https://red.demingps.org/,https://www.openstreetmap.org/way/346547436
Evart Middle School,Wildcats,https://evartps.org/schools/middle-school/,https://www.openstreetmap.org/way/463729972
Curtis Middle School,Wildcats,https://curtis.sbcusd.com/,https://www.openstreetmap.org/way/776369529
Belmont Middle School,Wildcats,https://www.gaston.k12.nc.us/belmontmiddle,https://www.openstreetmap.org/way/981083103
Richmond Hill Middle School,Wildcats,https://rhms.bryancountyschools.org/o/rhms,https://www.openstreetmap.org/way/1187538822
Gordon Burnett Middle School,Wolfpack,https://www.hillsboroughschools.org/burnett,https://www.openstreetmap.org/way/421470615
Woodstown Middle School,Wolverines,https://www.woodstown.org/Domain/9,https://www.openstreetmap.org/node/357751189
Wood River Middle School,Wolverines,https://www.blaineschools.org/Domain/15,https://www.openstreetmap.org/node/358665967
Mansfield Middle School,Wolverines,https://www.desotopsb.com/o/mansfield-ms,https://www.openstreetmap.org/node/12302837337
Wood Middle School,Wolverines,https://www.wlwv.k12.or.us/iwms,https://www.openstreetmap.org/way/32477106
Griswold Middle School,Wolverines,https://www.griswold.k12.ct.us/gms,https://www.openstreetmap.org/way/43438376
Willowcreek Middle School,Wolverines,https://willowcreek.alpineschools.org,https://www.openstreetmap.org/way/83916643
Wakefield Middle School,Wolves,https://www.wcpss.net/wakefieldms,https://www.openstreetmap.org/way/432509585
Greenwood Middle School,Woodmen,https://www.gws.k12.in.us/o/gcms,https://www.openstreetmap.org/way/1339546211
Garner Middle School,Yearlings,https://www.neisd.net/garner/,https://www.openstreetmap.org/way/394013098
Greenbriar Middle School,Yeomen,https://greenbriar.parmacityschools.org/,https://www.openstreetmap.org/way/1412917316
